ac_type,ac_type_clasif1,ac_type_clasif2
A-7D Corsair,Avión militar,Avión
AAC-1 Toucan,Avión militar,Avión
AEGK,Avión militar,Avión
AT L98 Carvair,Avión de carga,Avión
ATR 42-300,Avión comercial de pasajeros,Avión
ATR 42-320,Avión comercial de pasajeros,Avión
ATR 72-201,Avión comercial de pasajeros,Avión
ATR 72-212,Avión comercial de pasajeros,Avión
ATR 72-500,Avión comercial de pasajeros,Avión
ATR 72-600,Avión comercial de pasajeros,Avión
ATR-42-300,Avión comercial de pasajeros,Avión
ATR-42-320,Avión comercial de pasajeros,Avión
ATR-42-500,Avión comercial de pasajeros,Avión
ATR-72-202,Avión comercial de pasajeros,Avión
ATR-72-212,Avión comercial de pasajeros,Avión
ATR-72-212A,Avión comercial de pasajeros,Avión
ATR-72-50,Avión comercial de pasajeros,Avión
ATR42-320,Avión comercial de pasajeros,Avión
Aero Commander  520,Avión ejecutivo,Avión
Aero Commander 500-B,Avión ejecutivo,Avión
Aero Commander 500A,Avión ejecutivo,Avión
Aero Commander 680,Avión ejecutivo,Avión
Aero Commander 680E,Avión ejecutivo,Avión
Aero Commander 680F,Avión ejecutivo,Avión
Aero Commander AC 520,Avión ejecutivo,Avión
Aerocomp Comp Air 8,Avión ligero,Avión
Aeroflot,Avión comercial de pasajeros,Avión
Aeromarine Model 85 (flying boat),Hidroavión de transporte y pasajeros,Hidroavión
Aerospatiale 330G Puma,Helicóptero militar,Helicóptero
Aerospatiale 330J Puma,Helicóptero militar,Helicóptero
Aerospatiale 350B1,Helicóptero civil,Helicóptero
Aerospatiale AS 332L1 Super Puma,Helicóptero civil,Helicóptero
Aerospatiale AS 350B2 Ecureuil,Helicóptero civil,Helicóptero
Aerospatiale AS-350 B2 Ecureuil,Helicóptero civil,Helicóptero
Aerospatiale AS-350B,Helicóptero civil,Helicóptero
Aerospatiale AS350,Helicóptero civil,Helicóptero
Aerospatiale AS350 Eurocopter  helicoper,Helicóptero civil,Helicóptero
Aerospatiale AS350BA,Helicóptero civil,Helicóptero
Aerospatiale AS350BA Rotocraft,Helicóptero civil,Helicóptero
Aerospatiale AS350D,Helicóptero civil,Helicóptero
Aerospatiale AS355-F1,Helicóptero civil,Helicóptero
Aerospatiale ATR-42-300,Avión comercial de pasajeros,Avión
Aerospatiale ATR-42-512,Avión comercial de pasajeros,Avión
Aerospatiale Alenia ATR-42,Avión comercial de pasajeros,Avión
Aerospatiale Alenia ATR-42-312,Avión comercial de pasajeros,Avión
Aerospatiale BAe Concorde 101,Avión comercial de pasajeros,Avión
Aerospatiale Caravelle 10B3,Avión comercial de pasajeros,Avión
Aerospatiale Caravelle 10R,Avión comercial de pasajeros,Avión
Aerospatiale Caravelle 3,Avión comercial de pasajeros,Avión
Aerospatiale Caravelle 6N,Avión comercial de pasajeros,Avión
Aerospatiale Caravelle 6R,Avión comercial de pasajeros,Avión
Aerospatiale Caravelle Super 10B,Avión comercial de pasajeros,Avión
Aerospatiale Nord 262A-33,Avión militar,Avión
Aerospatiale Puma,Helicóptero militar,Helicóptero
Aerospatiale SA-330J,Helicóptero militar,Helicóptero
Aerospatiale SA365N-1 Dauphin II,Helicóptero civil,Helicóptero
Aerospeciale AS-350D,Helicóptero civil,Helicóptero
Agusta A109A MK II,Helicóptero civil,Helicóptero
Airbus A-300-605R,Avión comercial de pasajeros,Avión
Airbus A-310-204,Avión comercial de pasajeros,Avión
Airbus A-310-324,Avión comercial de pasajeros,Avión
Airbus A-310-324ET,Avión comercial de pasajeros,Avión
Airbus A-320-216,Avión comercial de pasajeros,Avión
Airbus A-320-233,Avión comercial de pasajeros,Avión
Airbus A-330-243,Avión comercial de pasajeros,Avión
Airbus A-340,Avión comercial de pasajeros,Avión
Airbus A.300B4-203,Avión comercial de pasajeros,Avión
Airbus A.320-214,Avión comercial de pasajeros,Avión
Airbus A.330-301,Avión comercial de pasajeros,Avión
Airbus A300,Avión comercial de pasajeros,Avión
Airbus A300-600R,Avión comercial de pasajeros,Avión
Airbus A300-622R,Avión comercial de pasajeros,Avión
Airbus A300-B4-200,Avión comercial de pasajeros,Avión
Airbus A300B2-101,Avión comercial de pasajeros,Avión
Airbus A300B2-1C,Avión comercial de pasajeros,Avión
Airbus A300B2-203,Avión comercial de pasajeros,Avión
Airbus A300B4-203,Avión comercial de pasajeros,Avión
Airbus A300B4-203F,Avión de carga,Avión
Airbus A300B4-622R,Avión comercial de pasajeros,Avión
Airbus A300F-622R,Avión de carga,Avión
Airbus A310-304,Avión comercial de pasajeros,Avión
Airbus A310-324,Avión comercial de pasajeros,Avión
Airbus A320-111,Avión comercial de pasajeros,Avión
Airbus A320-211,Avión comercial de pasajeros,Avión
Airbus A320-212,Avión comercial de pasajeros,Avión
Airbus A320-214,Avión comercial de pasajeros,Avión
Airbus A320-231,Avión comercial de pasajeros,Avión
Airbus A320-232,Avión comercial de pasajeros,Avión
Airbus A321-111,Avión comercial de pasajeros,Avión
Airbus A321-231,Avión comercial de pasajeros,Avión
Airbus A330-202,Avión comercial de pasajeros,Avión
Airbus A330-203,Avión comercial de pasajeros,Avión
Airbus A330-321,Avión comercial de pasajeros,Avión
AirbusA310-304,Avión comercial de pasajeros,Avión
Airship,Dirigible de transporte y pasajeros,Dirigible
Airspeed AS-65 Consul,Avión militar,Avión
Airspeed AS.57 Ambassador 2,Avión comercial de pasajeros,Avión
Airspeed Ambassador AS-57,Avión comercial de pasajeros,Avión
Airspeed Oxford,Avión militar,Avión
Antonov 10A,Avión militar,Avión
Antonov 12,Avión militar,Avión
Antonov 12B,Avión militar,Avión
Antonov 12BK,Avión militar,Avión
Antonov 12BP,Avión militar,Avión
Antonov 12MGA,Avión militar,Avión
Antonov 12V,Avión militar,Avión
Antonov 24,Avión comercial de pasajeros,Avión
Antonov 24B,Avión comercial de pasajeros,Avión
Antonov 26,Avión militar,Avión
Antonov 26B,Avión militar,Avión
Antonov 26B-100,Avión militar,Avión
Antonov 28,Avión comercial de pasajeros,Avión
Antonov 2R,Avión militar,Avión
Antonov 2TP,Avión militar,Avión
Antonov 32,Avión militar,Avión
Antonov 32B,Avión militar,Avión
Antonov 74T-200,Avión de carga,Avión
Antonov 74TK-200,Avión de carga,Avión
Antonov 74TK-300,Avión de carga,Avión
Antonov AN-10,Avión militar,Avión
Antonov AN-10A,Avión militar,Avión
Antonov AN-12,Avión militar,Avión
Antonov AN-12 (freighter),Avión de carga,Avión
Antonov AN-124,Avión militar,Avión
Antonov AN-124-100,Avión militar,Avión
Antonov AN-12A,Avión militar,Avión
Antonov AN-12B,Avión militar,Avión
Antonov AN-12BP,Avión militar,Avión
Antonov AN-12V,Avión militar,Avión
Antonov AN-140,Avión comercial de pasajeros,Avión
Antonov AN-140-100,Avión comercial de pasajeros,Avión
Antonov AN-148-100,Avión comercial de pasajeros,Avión
Antonov AN-2,Avión ligero,Avión
Antonov AN-22,Avión militar,Avión
Antonov AN-22A,Avión militar,Avión
Antonov AN-24,Avión comercial de pasajeros,Avión
Antonov AN-24 / Yakovlev Yak-40,Avión comercial de pasajeros,Avión
Antonov AN-24B,Avión comercial de pasajeros,Avión
Antonov AN-24N,Avión comercial de pasajeros,Avión
Antonov AN-24RV,Avión comercial de pasajeros,Avión
Antonov AN-24RV / Soviet Air Force TU-16,Avión militar,Avión
Antonov AN-24V,Avión comercial de pasajeros,Avión
Antonov AN-26,Avión militar,Avión
Antonov AN-26-100,Avión militar,Avión
Antonov AN-26A,Avión militar,Avión
Antonov AN-26B,Avión militar,Avión
Antonov AN-26V,Avión militar,Avión
Antonov AN-28,Avión comercial de pasajeros,Avión
Antonov AN-28 PZL-Mielec M-28 Sky Truck,Avión comercial de pasajeros,Avión
Antonov AN-2TP,Avión ligero,Avión
Antonov AN-32,Avión militar,Avión
Antonov AN-32 Transport,Avión militar,Avión
Antonov AN-32A,Avión militar,Avión
Antonov AN-32B,Avión militar,Avión
Antonov AN-72,Avión militar,Avión
Antonov AN-72-100D,Avión militar,Avión
Antonov AN-8,Avión militar,Avión
Antonov AN-9,Avión militar,Avión
Antonov An 26B-100,Avión militar,Avión
Antonov An-10,Avión militar,Avión
Antonov An-10A,Avión militar,Avión
Antonov An-12,Avión militar,Avión
Antonov An-124,Avión militar,Avión
Antonov An-12AP,Avión militar,Avión
Antonov An-12B,Avión militar,Avión
Antonov An-12BK,Avión militar,Avión
Antonov An-12BP,Avión militar,Avión
Antonov An-12PL,Avión militar,Avión
Antonov An-12TB,Avión militar,Avión
Antonov An-14,Avión militar,Avión
Antonov An-2,Avión ligero,Avión
Antonov An-2 / Antonov An-12,Avión militar,Avión
Antonov An-2 / Mil Mi-8T,Avión militar,Avión
Antonov An-24,Avión comercial de pasajeros,Avión
Antonov An-24 V,Avión comercial de pasajeros,Avión
Antonov An-24B,Avión comercial de pasajeros,Avión
Antonov An-24RV,Avión comercial de pasajeros,Avión
Antonov An-26,Avión militar,Avión
Antonov An-26-100,Avión militar,Avión
Antonov An-28,Avión comercial de pasajeros,Avión
Antonov An-2R,Avión ligero,Avión
Antonov An-2T,Avión ligero,Avión
Antonov An-2TP,Avión ligero,Avión
Antonov An-32,Avión militar,Avión
Antonov An-32B,Avión militar,Avión
Antonov An-72,Avión militar,Avión
Antonov An12-A,Avión militar,Avión
Antonov An26SH,Avión militar,Avión
Antonv An-24B,Avión comercial de pasajeros,Avión
Antonv An-28,Avión comercial de pasajeros,Avión
Arado V1,Avión experimental,Avión
Arava 201,Avión militar,Avión
Armstrong Whitworth Argosy II,Avión de carga,Avión
Armstrong-Whitworth F-K-8,Avión militar,Avión
Armstrong-Withworth Atlanta,Avión comercial de pasajeros,Avión
Avia 14,Avión ligero,Avión
Avia 14-40,Avión ligero,Avión
Avia 14M-40,Avión ligero,Avión
Avia 14T,Avión ligero,Avión
Aviation Traders ATL-98 Carvair,Avión de carga,Avión
Avro  685 York I,Avión comercial de pasajeros,Avión
Avro 10,Avión comercial de pasajeros,Avión
Avro 504,Avión militar,Avión
Avro 683 Lancaster,Avión militar,Avión
Avro 685 York,Avión comercial de pasajeros,Avión
Avro 685 York 1,Avión comercial de pasajeros,Avión
Avro 685 York C-1,Avión comercial de pasajeros,Avión
Avro 685 York C1,Avión comercial de pasajeros,Avión
Avro 685 York I,Avión comercial de pasajeros,Avión
Avro 688,Avión comercial de pasajeros,Avión
Avro 688 Super Trader,Avión comercial de pasajeros,Avión
Avro 688 Tudor 4B,Avión comercial de pasajeros,Avión
Avro 688 Tudor I,Avión comercial de pasajeros,Avión
Avro 689 Tudor 5,Avión comercial de pasajeros,Avión
Avro 691 Lancastrian,Avión militar,Avión
Avro 691 Lancastrian (flying boat),Avión militar,Avión
Avro 691 Lancastrian 1,Avión militar,Avión
Avro 691 Lancastrian 3,Avión militar,Avión
Avro 691 Lancastrian IV,Avión militar,Avión
Avro Anson,Avión militar,Avión
Avro Lancaster,Avión militar,Avión
Avro Lancaster 1,Avión militar,Avión
Avro Ninteen I,Avión comercial de pasajeros,Avión
Avro RJ-85,Avión comercial de pasajeros,Avión
Avro Shackleton AEW-2,Avión militar,Avión
Avro Shackleton M-2 / Avro Shakleton M-2,Avión militar,Avión
Avro Shackleton MR-1,Avión militar,Avión
Avro Shackleton MR-2,Avión militar,Avión
Avro York C1,Avión militar,Avión
AÃ©rospatiale SE-210 Caravelle,Avión comercial de pasajeros,Avión
AÃ©rospatiale/Aeritalia ATR-72-202,Avión comercial de pasajeros,Avión
B-17C Flying Fortress,Avión militar,Avión
B17G Flying Fortress,Avión militar,Avión
BAC One Eleven 204AF,Avión comercial de pasajeros,Avión
BAC One-Eleven  424EU,Avión comercial de pasajeros,Avión
BAC One-Eleven 200AB,Avión comercial de pasajeros,Avión
BAC One-Eleven 203AE,Avión comercial de pasajeros,Avión
BAC One-Eleven 402AP,Avión comercial de pasajeros,Avión
BAC One-Eleven 420EL,Avión comercial de pasajeros,Avión
BAC One-Eleven 515FB,Avión comercial de pasajeros,Avión
BAC One-Eleven 516FP,Avión comercial de pasajeros,Avión
BAC One-Eleven 524FF,Avión comercial de pasajeros,Avión
BAC One-Eleven 525FT,Avión comercial de pasajeros,Avión
BAC One-Eleven 527FK,Avión comercial de pasajeros,Avión
BAC One-Eleven 528FL,Avión comercial de pasajeros,Avión
BAC One-Eleven 529FR,Avión comercial de pasajeros,Avión
BAC Super VC-10 1154,Avión comercial de pasajeros,Avión
BAC VC-10-1101,Avión comercial de pasajeros,Avión
BAE Avro RJ100,Avión comercial de pasajeros,Avión
BAe 146-200,Avión comercial de pasajeros,Avión
BAe 3101 Jetstream 31,Avión de transporte y pasajeros,Avión
BAe Avro RJ-100,Avión comercial de pasajeros,Avión
BAe HS-748-232 Srs 2A,Avión de transporte y pasajeros,Avión
BAe Jetstream 3101-31,Avión de transporte y pasajeros,Avión
Bae Jetstream 3201,Avión de transporte y pasajeros,Avión
Bandeirante EMB-110P1,Avión de transporte y pasajeros,Avión
Beech 200 Super King Air,Avión de transporte y pasajeros,Avión
Beech 65-A80 Queenaire,Avión de transporte y pasajeros,Avión
Beech A36,Avión de transporte y pasajeros,Avión
Beech BE-1900D,Avión de transporte y pasajeros,Avión
Beech BE-70,Avión de transporte y pasajeros,Avión
Beech C-45H,Avión militar,Avión
Beech D18S,Avión de transporte y pasajeros,Avión
Beech E18S,Avión de transporte y pasajeros,Avión
Beech G18S,Avión de transporte y pasajeros,Avión
Beech King Air 200 Catpass,Avión de transporte y pasajeros,Avión
Beech King Air B100,Avión de transporte y pasajeros,Avión
Beech King Air B90,Avión de transporte y pasajeros,Avión
Beech King Air F90,Avión de transporte y pasajeros,Avión
Beech Queen Air 65-A80,Avión de transporte y pasajeros,Avión
Beech Queen Air A80,Avión de transporte y pasajeros,Avión
Beechcraft 100 King Air,Avión de transporte y pasajeros,Avión
Beechcraft 18H,Avión de transporte y pasajeros,Avión
Beechcraft 1900-C / Beech King Air A90,Avión de transporte y pasajeros,Avión
Beechcraft 1900C,Avión de transporte y pasajeros,Avión
Beechcraft 1900C-1,Avión de transporte y pasajeros,Avión
Beechcraft 1900D,Avión de transporte y pasajeros,Avión
Beechcraft 1900D / Cessna 177,Avión de transporte y pasajeros,Avión
Beechcraft 35-B33 Debonair,Avión de transporte y pasajeros,Avión
Beechcraft 95-B55,Avión de transporte y pasajeros,Avión
Beechcraft 99,Avión de transporte y pasajeros,Avión
Beechcraft 99A,Avión de transporte y pasajeros,Avión
Beechcraft A100 King Air,Avión militar,Avión
Beechcraft AT-11 Kansan,Avión de transporte y pasajeros,Avión
Beechcraft B-99,Avión de transporte y pasajeros,Avión
Beechcraft B200 Super King Air,Avión de transporte y pasajeros,Avión
Beechcraft B300 King Air,Avión de transporte y pasajeros,Avión
Beechcraft B300 King Air 350i,Avión de transporte y pasajeros,Avión
Beechcraft B99,Avión de transporte y pasajeros,Avión
Beechcraft BE-99-C99,Avión de transporte y pasajeros,Avión
Beechcraft Bonanza 35,Avión de transporte y pasajeros,Avión
Beechcraft Bonanza F35,Avión de transporte y pasajeros,Avión
Beechcraft C-45H,Avión militar,Avión
Beechcraft C35,Avión de transporte y pasajeros,Avión
Beechcraft C45G,Avión militar,Avión
Beechcraft C99,Avión de transporte y pasajeros,Avión
Beechcraft C99 / Rockwell 112TC,Avión de transporte y pasajeros,Avión
Beechcraft E18S,Avión de transporte y pasajeros,Avión
Beechcraft H50,Avión de transporte y pasajeros,Avión
Beechcraft SKA 200,Avión de transporte y pasajeros,Avión
Beechcraft Super King Air 200,Avión de transporte y pasajeros,Avión
Bell 204B helicopter,Helicóptero militar,Helicóptero
Bell 205 A-1 helicopter,Helicóptero militar,Helicóptero
Bell 205-1,Helicóptero militar,Helicóptero
Bell 205A,Helicóptero militar,Helicóptero
Bell 205A-1 helicopter,Helicóptero militar,Helicóptero
Bell 206 L-1,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 206-L4 Jet Ranger III,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 206B,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 206B JetRanger,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 206B helicopter,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 206B3,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 206L,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 206L-3,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 206L-4,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 212,Helicóptero militar,Helicóptero
Bell 214 ST,Helicóptero militar,Helicóptero
Bell 214ST helicopter,Helicóptero militar,Helicóptero
Bell 222,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 296B,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 407,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 407 / Bell 407,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell 412,Helicóptero militar,Helicóptero
Bell 412 (helicopter),Helicóptero militar,Helicóptero
Bell 47J-2,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell BHT-206-B Helicopter,Helicóptero de trasnporte y pasajeros,Helicóptero
Bell Huey UH-1H,Helicóptero militar,Helicóptero
Bell UH-1B / Sikorsky CH53A helicopters,Helicóptero militar,Helicóptero
Bell UH-1B Huey Helicopter,Helicóptero militar,Helicóptero
Bell UH-1D / Bell UH1D (helicopters),Helicóptero militar,Helicóptero
Bell UH-1H,Helicóptero militar,Helicóptero
Bell UH-1H / Bell UH-1H,Helicóptero militar,Helicóptero
Bell UH-1H / Bell UH-1H (helicopter),Helicóptero militar,Helicóptero
Bell UH-1H / Bell UH-1H (helicopters),Helicóptero militar,Helicóptero
Bell UH-1H / Bell UH-1H / Bell UH-1H,Helicóptero militar,Helicóptero
Bell UH-1N,Helicóptero militar,Helicóptero
Bell UN-1N Huey,Helicóptero militar,Helicóptero
Black Hawk helicopter,Helicóptero militar,Helicóptero
Blackburn B-2,Avión militar,Avión
Blackburn Beverley C Mark 1,Avión militar,Avión
Bleriot 155,Avión militar,Avión
Bleriot Spad 27,Avión militar,Avión
Bleriot Spad 33,Avión militar,Avión
Bleriot Spad 56,Avión militar,Avión
Bloch 220,Avión militar,Avión
BlÃ©riot Spad 46,Avión militar,Avión
BlÃ©riot Spad 66,Avión militar,Avión
Boeing  377 Stratocruiser,Avión comercial de pasajeros,Avión
Boeing - 377-10-29 Stratocruiser,Avión comercial de pasajeros,Avión
Boeing - EC-135K,Avión militar,Avión
Boeing - EC-135N,Avión militar,Avión
Boeing 221,Avión de transporte y correo,Avión
Boeing 247,Avión comercial de pasajeros,Avión
Boeing 247D,Avión comercial de pasajeros,Avión
Boeing 307 Stratoliner,Avión comercial de pasajeros,Avión
Boeing 307 Stratoliner B-1,Avión comercial de pasajeros,Avión
Boeing 307B-1 Stratoliner,Avión comercial de pasajeros,Avión
Boeing 314A,Avión comercial de pasajeros,Avión
Boeing 377 Stratocruiser,Avión comercial de pasajeros,Avión
Boeing 377 Stratocruiser 10-26,Avión comercial de pasajeros,Avión
Boeing 377 Stratocruiser 10-30,Avión comercial de pasajeros,Avión
Boeing 377 Stratocruiser 10-34,Avión comercial de pasajeros,Avión
Boeing 377-10-26 Stratocruiser,Avión comercial de pasajeros,Avión
Boeing 40,Avión comercial de pasajeros,Avión
Boeing 707-123,Avión comercial de pasajeros,Avión
Boeing 707-321C,Avión comercial de pasajeros,Avión
Boeing 707-321CF,Avión comercial de pasajeros,Avión
Boeing 707-323C,Avión comercial de pasajeros,Avión
Boeing 707-324C,Avión comercial de pasajeros,Avión
Boeing 707-327C,Avión comercial de pasajeros,Avión
Boeing 707-328C,Avión comercial de pasajeros,Avión
Boeing 707-329C,Avión comercial de pasajeros,Avión
Boeing 707-330C,Avión comercial de pasajeros,Avión
Boeing 707-331C,Avión comercial de pasajeros,Avión
Boeing 707-336C,Avión comercial de pasajeros,Avión
Boeing 707-351C,Avión comercial de pasajeros,Avión
Boeing 707-360C,Avión comercial de pasajeros,Avión
Boeing 707-373,Avión comercial de pasajeros,Avión
Boeing 707-373C,Avión comercial de pasajeros,Avión
Boeing 707-3J9C,Avión comercial de pasajeros,Avión
Boeing 720,Avión comercial de pasajeros,Avión
Boeing 720-030B,Avión comercial de pasajeros,Avión
Boeing 727-21,Avión comercial de pasajeros,Avión
Boeing 727-23F,Avión de carga,Avión
Boeing 727-243F,Avión de carga,Avión
Boeing 727-24C,Avión comercial de pasajeros,Avión
Boeing 727-286,Avión comercial de pasajeros,Avión
Boeing 727-2JOF,Avión de carga,Avión
Boeing 737 Max 8,Avión comercial de pasajeros,Avión
Boeing 737-200,Avión comercial de pasajeros,Avión
Boeing 737-201,Avión comercial de pasajeros,Avión
Boeing 737-230,Avión comercial de pasajeros,Avión
Boeing 737-236,Avión comercial de pasajeros,Avión
Boeing 737-286,Avión comercial de pasajeros,Avión
Boeing 737-2A1C,Avión comercial de pasajeros,Avión
Boeing 737-2B7,Avión comercial de pasajeros,Avión
Boeing 737-2D6C,Avión comercial de pasajeros,Avión
Boeing 737-2J8C,Avión comercial de pasajeros,Avión
Boeing 737-2M2,Avión comercial de pasajeros,Avión
Boeing 737-2R4C,Avión comercial de pasajeros,Avión
Boeing 737-31S,Avión comercial de pasajeros,Avión
Boeing 737-4Q8,Avión comercial de pasajeros,Avión
Boeing 737-500,Avión comercial de pasajeros,Avión
Boeing 737-524,Avión comercial de pasajeros,Avión
Boeing 737-53A,Avión comercial de pasajeros,Avión
Boeing 737-7H4,Avión comercial de pasajeros,Avión
Boeing 737-809,Avión comercial de pasajeros,Avión
Boeing 737-86J,Avión comercial de pasajeros,Avión
Boeing 737-8AS,Avión comercial de pasajeros,Avión
Boeing 737-8BK,Avión comercial de pasajeros,Avión
Boeing 737-8F2,Avión comercial de pasajeros,Avión
Boeing 737-8HG,Avión comercial de pasajeros,Avión
Boeing 737-8KN (WL),Avión comercial de pasajeros,Avión
Boeing 737-8KV WL,Avión comercial de pasajeros,Avión
Boeing 737-MAX 8,Avión comercial de pasajeros,Avión
Boeing 747-244B-SF,Avión de carga,Avión
Boeing 747-246F,Avión de carga,Avión
Boeing 747-249F,Avión de carga,Avión
Boeing 747-2B5F,Avión de carga,Avión
Boeing 747-412F,Avión de carga,Avión
Boeing 757-204,Avión comercial de pasajeros,Avión
Boeing 757-N23,Avión comercial de pasajeros,Avión
Boeing 767-223ER,Avión comercial de pasajeros,Avión
Boeing 767-375ER,Avión comercial de pasajeros,Avión
Boeing 777-200,Avión comercial de pasajeros,Avión
Boeing 777-236ER,Avión comercial de pasajeros,Avión
Boeing 777-2H6ER,Avión comercial de pasajeros,Avión
Boeing 777-31H,Avión comercial de pasajeros,Avión
Boeing 95,Avión militar,Avión
Boeing B-17F / Boeing B-17F,Avión militar,Avión
Boeing B-17G,Avión militar,Avión
Boeing B-17G / Boeing B-17G,Avión militar,Avión
Boeing B-247-D,Avión comercial de pasajeros,Avión
Boeing B-29,Avión militar,Avión
Boeing B-29 / Boeing B-29,Avión militar,Avión
Boeing B-29 Superfortress,Avión militar,Avión
Boeing B-29A Superfortress,Avión militar,Avión
Boeing B-29MR,Avión militar,Avión
Boeing B-314 (flying boat),Avión comercial de pasajeros,Avión
Boeing B-377 Stratofreighter,Avión de carga,Avión
Boeing B-50 Superfortress,Avión militar,Avión
Boeing B-52 / Boeing B-52,Avión militar,Avión
Boeing B-707 (E-3B),Avión militar,Avión
Boeing B-707-121,Avión comercial de pasajeros,Avión
Boeing B-707-121B,Avión comercial de pasajeros,Avión
Boeing B-707-123B,Avión comercial de pasajeros,Avión
Boeing B-707-124,Avión comercial de pasajeros,Avión
Boeing B-707-131,Avión comercial de pasajeros,Avión
Boeing B-707-131B / L1049C Constellation,Avión comercial de pasajeros,Avión
Boeing B-707-138B,Avión comercial de pasajeros,Avión
Boeing B-707-309C,Avión comercial de pasajeros,Avión
Boeing B-707-31,Avión comercial de pasajeros,Avión
Boeing B-707-320,Avión comercial de pasajeros,Avión
Boeing B-707-320F,Avión de carga,Avión
Boeing B-707-321B,Avión comercial de pasajeros,Avión
Boeing B-707-321C,Avión comercial de pasajeros,Avión
Boeing B-707-323 / Cessna 150,Avión comercial de pasajeros,Avión
Boeing B-707-323C,Avión comercial de pasajeros,Avión
Boeing B-707-326C,Avión comercial de pasajeros,Avión
Boeing B-707-328,Avión comercial de pasajeros,Avión
Boeing B-707-328B,Avión comercial de pasajeros,Avión
Boeing B-707-328C,Avión comercial de pasajeros,Avión
Boeing B-707-331,Avión comercial de pasajeros,Avión
Boeing B-707-331B,Avión comercial de pasajeros,Avión
Boeing B-707-338C,Avión comercial de pasajeros,Avión
Boeing B-707-340C,Avión comercial de pasajeros,Avión
Boeing B-707-344C,Avión comercial de pasajeros,Avión
Boeing B-707-345C,Avión comercial de pasajeros,Avión
Boeing B-707-349C,Avión comercial de pasajeros,Avión
Boeing B-707-366C,Avión comercial de pasajeros,Avión
Boeing B-707-379C,Avión comercial de pasajeros,Avión
Boeing B-707-3B5C,Avión comercial de pasajeros,Avión
Boeing B-707-3D3C,Avión comercial de pasajeros,Avión
Boeing B-707-3J9C,Avión comercial de pasajeros,Avión
Boeing B-707-436,Avión comercial de pasajeros,Avión
Boeing B-707-437,Avión comercial de pasajeros,Avión
Boeing B-707-441,Avión comercial de pasajeros,Avión
Boeing B-707-465,Avión comercial de pasajeros,Avión
Boeing B-720-040B,Avión comercial de pasajeros,Avión
Boeing B-720-047B,Avión comercial de pasajeros,Avión
Boeing B-720-051B,Avión comercial de pasajeros,Avión
Boeing B-720B-023B,Avión comercial de pasajeros,Avión
Boeing B-727,Avión comercial de pasajeros,Avión
Boeing B-727-100,Avión comercial de pasajeros,Avión
Boeing B-727-113C,Avión de carga,Avión
Boeing B-727-121C,Avión comercial de pasajeros,Avión
Boeing B-727-134,Avión comercial de pasajeros,Avión
Boeing B-727-193,Avión comercial de pasajeros,Avión
Boeing B-727-200,Avión comercial de pasajeros,Avión
Boeing B-727-200 / DC9-32,Avión comercial de pasajeros,Avión
Boeing B-727-21,Avión comercial de pasajeros,Avión
Boeing B-727-212A,Avión comercial de pasajeros,Avión
Boeing B-727-214 / Cessna 172,Avión comercial de pasajeros,Avión
Boeing B-727-22,Avión comercial de pasajeros,Avión
Boeing B-727-22 / Cessna 310,Avión comercial de pasajeros,Avión
Boeing B-727-223,Avión comercial de pasajeros,Avión
Boeing B-727-224,Avión comercial de pasajeros,Avión
Boeing B-727-225,Avión comercial de pasajeros,Avión
Boeing B-727-225 Adv,Avión comercial de pasajeros,Avión
Boeing B-727-227,Avión comercial de pasajeros,Avión
Boeing B-727-228,Avión comercial de pasajeros,Avión
Boeing B-727-22QC,Avión comercial de pasajeros,Avión
Boeing B-727-23,Avión comercial de pasajeros,Avión
Boeing B-727-230,Avión comercial de pasajeros,Avión
Boeing B-727-231,Avión comercial de pasajeros,Avión
Boeing B-727-232 Adv,Avión comercial de pasajeros,Avión
Boeing B-727-235,Avión comercial de pasajeros,Avión
Boeing B-727-247,Avión comercial de pasajeros,Avión
Boeing B-727-251,Avión comercial de pasajeros,Avión
Boeing B-727-251 / MD Douglas DC-9-14,Avión comercial de pasajeros,Avión
Boeing B-727-256,Avión comercial de pasajeros,Avión
Boeing B-727-264,Avión comercial de pasajeros,Avión
Boeing B-727-27C,Avión comercial de pasajeros,Avión
Boeing B-727-281 / Air Force F86F,Avión militar,Avión
Boeing B-727-282,Avión comercial de pasajeros,Avión
Boeing B-727-286,Avión comercial de pasajeros,Avión
Boeing B-727-2A7,Avión comercial de pasajeros,Avión
Boeing B-727-2D3,Avión comercial de pasajeros,Avión
Boeing B-727-2F2,Avión comercial de pasajeros,Avión
Boeing B-727-2H9A,Avión comercial de pasajeros,Avión
Boeing B-727-2L5 / MiG23UB,Avión militar,Avión
